rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
72,WooPayments: Integrated WooCommerce Payments,woocommerce-payments,900000,62,3.1,Editor-agnostic,2026-03-11 3:29pm GMT,6.0,6.9.4,https://woocommerce.com/payments/,https://github.com/Automattic/woocommerce-payments,official,https://wordpress.org/plugins/woocommerce-payments/,10,0,7.6,High,2024-12-27,CWE-287; CWE-639; CWE-79; CWE-89,"apple pay, credit card, google pay, payment, woocommerce payments"
73,Google for WooCommerce,google-listings-and-ads,900000,54,2.7,Editor-agnostic,2026-03-18 6:08pm GMT,6.6,6.9.4,,https://github.com/woocommerce/google-listings-and-ads,official,https://wordpress.org/plugins/google-listings-and-ads/,1,0,5.3,Medium,2024-11-18,CWE-862,"ads, google, listings, product feed, woocommerce"
74,"WPvivid — Backup, Migration & Staging",wpvivid-backuprestore,900000,98,4.9,Editor-agnostic,2026-03-25 12:20am GMT,4.5,6.9.4,,,,https://wordpress.org/plugins/wpvivid-backuprestore/,36,1,9.8,Critical,2025-12-21,CWE-200; CWE-22; CWE-269; CWE-434; CWE-502; CWE-73; CWE-79; CWE-862; CWE-89,"backup, clone, duplicate, migrate, staging"
75,Widgets for Google Reviews,wp-reviews-plugin-for-google,900000,98,4.9,Editor-agnostic,2026-03-19 2:14pm GMT,6.2,6.9.4,https://wordpress.org/plugins/wp-reviews-plugin-for-google/,,,https://wordpress.org/plugins/wp-reviews-plugin-for-google/,4,0,8.0,High,2025-12-06,CWE-352; CWE-434; CWE-79,"google, google business, google places reviews, reviews, widget"
76,Smart Slider 3,smart-slider-3,800000,98,4.9,Editor-agnostic,2026-03-24 7:42am GMT,5.0,6.9.4,https://smartslider3.com/,,,https://wordpress.org/plugins/smart-slider-3/,7,0,6.4,Medium,2025-07-29,CWE-285; CWE-502; CWE-79,"carousel slider, gallery, image slider, slider, slideshow"
77,Breadcrumb NavXT,breadcrumb-navxt,800000,92,4.6,Blocks+Classic,2025-12-22 3:18am GMT,5.8,6.9.4,http://mtekk.us/code/breadcrumb-navxt/,,,https://wordpress.org/plugins/breadcrumb-navxt/,3,0,,,2018-10-03,,"block, breadcrumb, breadcrumbs, navigation, trail"
78,Polylang,polylang,800000,94,4.7,Editor-agnostic,2026-03-19 10:55am GMT,6.5,6.9.4,https://polylang.pro,,,https://wordpress.org/plugins/polylang/,4,0,,,2025-10-31,CWE-79,"language, localization, multilingual, translate, translation"
79,WooCommerce PayPal Payments,woocommerce-paypal-payments,800000,54,2.7,Editor-agnostic,2026-03-05 3:21pm GMT,6.5,6.9.4,https://woocommerce.com/products/woocommerce-paypal-payments/,https://github.com/woocommerce/woocommerce-paypal-payments,official,https://wordpress.org/plugins/woocommerce-paypal-payments/,1,0,4.3,Medium,2023-06-22,CWE-352,"credit card, ecommerce, payments, paypal, woocommerce"
80,Flamingo,flamingo,800000,84,4.2,Editor-agnostic,2025-12-01 9:09am GMT,6.7,6.9.4,https://contactform7.com/save-submitted-messages-with-flamingo/,,,https://wordpress.org/plugins/flamingo/,3,0,,,2020-01-28,,"bird, contact, crm, mail"
81,"Solid Security – Password, Two Factor Authentication, and Brute Force Protection",better-wp-security,700000,92,4.6,Editor-agnostic,2026-02-25 12:43pm GMT,6.5,6.9.4,https://solidwp.com/products/security,,,https://wordpress.org/plugins/better-wp-security/,43,0,3.7,Low,2024-06-21,CWE-287; CWE-348; CWE-532; CWE-601; CWE-79; CWE-89,"brute force protection, malware, password protection, security, two factor authentication"
82,GTM4WP – A Google Tag Manager (GTM) plugin for WordPress,duracelltomi-google-tag-manager,700000,90,4.5,Editor-agnostic,2025-12-15 2:45pm GMT,3.4.0,6.9.4,https://gtm4wp.com/,https://github.com/matomo-org/device-detector,official,https://wordpress.org/plugins/duracelltomi-google-tag-manager/,3,0,6.1,Medium,2022-06-13,CWE-79,"google ads, google analytics, google tag manager, gtm, tag manager"
83,WooCommerce Stripe Payment Gateway,woocommerce-gateway-stripe,700000,62,3.1,Editor-agnostic,2026-03-19 1:18pm GMT,6.7,6.9.4,https://wordpress.org/plugins/woocommerce-gateway-stripe/,https://github.com/woocommerce/woocommerce-gateway-stripe,official,https://wordpress.org/plugins/woocommerce-gateway-stripe/,5,0,7.5,High,2024-12-27,CWE-352; CWE-639; CWE-862,"credit card, payments, stripe, woo, woocommerce"
84,Antispam Bee,antispam-bee,700000,96,4.8,Editor-agnostic,2025-07-22 11:23am GMT,4.6,6.8.5,https://antispambee.pluginkollektiv.org/,https://github.com/pluginkollektiv/antispam-bee,official,https://wordpress.org/plugins/antispam-bee/,1,0,5.3,Medium,2024-06-04,CWE-290,"anti-spam, antispam, comments, spam filter, spam protection"
85,"Website Builder by SeedProd — Theme Builder, Landing Page Builder, Coming Soon Page, Maintenance Mode",coming-soon,700000,98,4.9,Editor-agnostic,2026-03-03 3:51pm GMT,5.0,6.9.4,https://www.seedprod.com/lite-upgrade/?utm_source=WordPress&utm_campaign=liteplugin&utm_medium=plugin-uri-link,,,https://wordpress.org/plugins/coming-soon/,10,1,8.2,High,2026-02-19,CWE-352; CWE-79; CWE-862,"coming soon page, landing page, maintenance mode, page builder, website builder"
86,Premium Addons for Elementor – Powerful Elementor Templates & Widgets,premium-addons-for-elementor,700000,98,4.9,Editor-agnostic,2026-03-11 10:55am GMT,5.0,6.9.4,https://premiumaddons.com,,,https://wordpress.org/plugins/premium-addons-for-elementor/,40,2,6.5,Medium,2026-01-22,CWE-200; CWE-352; CWE-400; CWE-79; CWE-80; CWE-862,"elementor, elementor addons, elementor mega menu, elementor templates, elementor widgets"
87,MainWP Child – Securely Connects to the MainWP Dashboard to Manage Multiple Sites,mainwp-child,700000,100,5.0,Editor-agnostic,2026-03-24 3:15pm GMT,6.2,6.9.4,https://mainwp.com/,https://github.com/mainwp/mainwp-child,official,https://wordpress.org/plugins/mainwp-child/,12,0,8.1,High,2024-12-13,CWE-200; CWE-862; CWE-89,"backups, monitoring, security, site management, update"
88,Joinchat,creame-whatsapp-me,700000,94,4.7,Editor-agnostic,2026-01-16 9:50am GMT,4.9.6,6.9.4,https://join.chat,https://github.com/wp-plugins-kanshi/creame-whatsapp-me,mirror,https://wordpress.org/plugins/creame-whatsapp-me/,0,0,,,,,"chat, facebook messenger, floating button, telegram, whatsapp"
89,User Role Editor,user-role-editor,700000,90,4.5,Editor-agnostic,2025-12-02 3:45am GMT,4.4,6.9.4,https://www.role-editor.com,,,https://wordpress.org/plugins/user-role-editor/,6,0,8.8,High,2024-12-17,CWE-352,"access, editor, role, security, user"
90,"Popup Maker – Boost Sales, Conversions, Optins, Subscribers with the Ultimate WP Popups Builder",popup-maker,700000,98,4.9,Editor-agnostic,2025-10-13 5:38pm GMT,6.6,6.8.5,https://wppopupmaker.com/?utm_campaign=plugin-info&utm_source=plugin-header&utm_medium=plugin-uri,https://github.com/PopupMaker/Popup-Maker,official,https://wordpress.org/plugins/popup-maker/,22,0,6.5,Medium,2025-01-24,CWE-200; CWE-639; CWE-79; CWE-80; CWE-862,"Optin, conversion, marketing, popup, popups"
91,The Events Calendar,the-events-calendar,700000,86,4.3,Editor-agnostic,2026-03-25 5:47pm GMT,6.7,6.9.4,,https://github.com/stellarwp/shepherd,official,https://wordpress.org/plugins/the-events-calendar/,39,1,9.8,Critical,2026-01-20,CWE-200; CWE-284; CWE-287; CWE-352; CWE-697; CWE-79; CWE-862; CWE-89,"Event, calendar, events, organizer, schedule"
92,Click to Chat – HoliThemes,click-to-chat-for-whatsapp,700000,96,4.8,Editor-agnostic,2026-03-12 7:35am GMT,4.7,6.9.4,https://wordpress.org/plugins/click-to-chat-for-whatsapp/,,,https://wordpress.org/plugins/click-to-chat-for-whatsapp/,3,0,8.8,High,2025-06-17,CWE-79; CWE-98,"click to chat, whatsapp, whatsapp business, whatsapp chat, woocommerce whatsapp"
93,TablePress – Tables in WordPress made easy,tablepress,700000,100,5.0,Editor-agnostic,2026-03-03 4:48am GMT,6.2,6.9.4,https://tablepress.org/,https://github.com/TablePress/TablePress,official,https://wordpress.org/plugins/tablepress/,11,0,7.5,High,2025-11-04,CWE-1236; CWE-611; CWE-79; CWE-918,"csv, excel, spreadsheet, table, tables"
94,Simple Custom CSS and JS,custom-css-js,700000,88,4.4,Editor-agnostic,2026-03-06 7:56pm GMT,3.0.1,6.9.4,https://wordpress.org/plugins/custom-css-js/,https://github.com/wp-plugins-kanshi/custom-css-js,mirror,https://wordpress.org/plugins/custom-css-js/,1,0,,,2017-08-02,CWE-79,"add style, custom css, custom js, customize theme, site css"
95,"Fluent Forms – Customizable Contact Forms, Survey, Quiz, & Conversational Form Builder",fluentform,700000,96,4.8,Editor-agnostic,2026-03-17 8:44am GMT,6.4,6.9.4,https://wpmanageninja.com/wp-fluent-form/,https://github.com/fluentform/fluentform,official,https://wordpress.org/plugins/fluentform/,29,2,9.8,Critical,2026-02-19,CWE-1236; CWE-20; CWE-285; CWE-352; CWE-502; CWE-639; CWE-79; CWE-80; CWE-862; CWE-89,"WP Forms, contact form, custom form, form builder, forms"
96,"Backuply – Backup, Restore, Migrate and Clone",backuply,700000,90,4.5,Editor-agnostic,2026-02-26 11:06am GMT,4.7,6.9.4,http://wordpress.org/plugins/backuply/,,,https://wordpress.org/plugins/backuply/,5,0,9.1,Critical,2025-09-26,CWE-22; CWE-400; CWE-89,"backup, cloud backup, database backup, restore, wordpress backup"
97,Royal Addons for Elementor – Addons and Templates Kit for Elementor,royal-elementor-addons,600000,96,4.8,Editor-agnostic,2026-03-20 8:14am GMT,5.0,6.9.4,https://royal-elementor-addons.com/,https://github.com/common-repository/royal-elementor-addons,mirror,https://wordpress.org/plugins/royal-elementor-addons/,64,0,8.2,High,2025-12-15,CWE-200; CWE-284; CWE-285; CWE-290; CWE-352; CWE-434; CWE-611; CWE-639; CWE-79; CWE-862,"elementor, elementor addons, elementor templates, elementor widgets, header footer builder"
98,"Sucuri Security – Auditing, Malware Scanner and Security Hardening",sucuri-scanner,600000,84,4.2,Editor-agnostic,2026-03-07 1:07am GMT,3.6,6.9.4,https://wordpress.sucuri.net/,https://github.com/kazuhikoarase/qrcode-generator,official,https://wordpress.org/plugins/sucuri-scanner/,1,0,,,2022-09-16,CWE-352,"firewall, malware, scan, security, spam"
99,Hello Dolly,hello-dolly,600000,88,4.4,Editor-agnostic,2025-10-24 4:13am GMT,4.6,6.9.4,http://wordpress.org/plugins/hello-dolly/,https://github.com/wp-plugins/hello-dolly,mirror,https://wordpress.org/plugins/hello-dolly/,0,0,,,,,
100,Under Construction,under-construction-page,600000,96,4.8,Editor-agnostic,2026-02-11 7:44pm GMT,4.0,6.9.4,https://underconstructionpage.com/,,,https://wordpress.org/plugins/under-construction-page/,6,0,4.3,Medium,2023-06-09,CWE-352,"coming soon mode, coming soon page, under construction, under construction mode, under construction page"
101,Post Types Order,post-types-order,600000,90,4.5,Editor-agnostic,2026-03-13 9:43am GMT,2.8,6.9.4,http://www.nsp-code.com,https://github.com/wp-plugins/post-types-order,mirror,https://wordpress.org/plugins/post-types-order/,0,0,,,,,"post order, post sort, post types order, posts order, posts sort"
102,Enable Media Replace,enable-media-replace,600000,88,4.4,Editor-agnostic,2026-03-03 10:21am GMT,4.9.7,6.9.4,https://shortpixel.com,https://github.com/short-pixel-optimizer/enable-media-replace,official,https://wordpress.org/plugins/enable-media-replace/,10,0,,,2025-04-01,,"change media, remove background, replace, replace image, replace jpg"
103,Header Footer Code Manager,header-footer-code-manager,600000,98,4.9,Editor-agnostic,2026-01-22 2:17pm GMT,4.9,6.9.4,https://draftpress.com/products,https://github.com/common-repository/header-footer-code-manager,mirror,https://wordpress.org/plugins/header-footer-code-manager/,5,0,,,2023-10-03,,"code manager, footer, functions.php, header, snippet"
104,"Forminator Forms – Contact Form, Payment Form & Custom Form Builder",forminator,600000,96,4.8,Blocks+Classic,2026-03-25 1:12pm GMT,6.4,6.9.4,https://wpmudev.com/project/forminator/,,,https://wordpress.org/plugins/forminator/,43,0,,,2026-01-09,,"WordPress form plugin, contact form, custom form, forms, payment form"
105,Ninja Forms – The Contact Form Builder That Grows With You,ninja-forms,600000,88,4.4,Editor-agnostic,2026-03-23 3:36pm GMT,6.7,6.9.4,http://ninjaforms.com/?utm_source=WordPress&utm_medium=readme,,,https://wordpress.org/plugins/ninja-forms/,103,0,,,2026-01-02,,"contact form, form builder, forms, lead form, registration form"
106,"MetForm – Contact Form, Survey, Quiz, & Custom Form Builder for Elementor",metform,600000,94,4.7,Editor-agnostic,2026-03-03 10:40am GMT,5.0,6.9.4,http://wpmet.com/plugin/metform/,https://github.com/wp-plugins-kanshi/metform,mirror,https://wordpress.org/plugins/metform/,25,0,,,2025-03-27,,"Multi-Step Form, contact form builder, custom form, elementor form, form builder"
107,Easy Table of Contents,easy-table-of-contents,600000,88,4.4,Editor-agnostic,2026-03-21 10:11am GMT,5.0,6.9.4,https://tocwp.com/,https://github.com/shazahm1/Easy-Table-of-Contents,official,https://wordpress.org/plugins/easy-table-of-contents/,5,0,6.4,Medium,2026-02-19,CWE-79; CWE-862,"table of contents, toc"
108,WooCommerce Tax (formerly WooCommerce Shipping & Tax),woocommerce-services,600000,40,2.0,Editor-agnostic,2026-03-10 8:22am GMT,6.7,6.9.4,https://woocommerce.com/,https://github.com/Automattic/woocommerce-services,official,https://wordpress.org/plugins/woocommerce-services/,2,0,,,2023-05-24,,"GST, payment, tax, vat, woocommerce"
109,Database Addon for Contact Form 7 – CFDB7,contact-form-cfdb7,600000,100,5.0,Editor-agnostic,2026-02-01 7:36am GMT,4.8,6.9.4,https://ciphercoin.com/,https://github.com/arshidkv12/contact-form-cfdb7,official,https://wordpress.org/plugins/contact-form-cfdb7/,10,0,,,2025-07-07,,"CF7 Database, cf7, contact form 7, contact form 7 db, wpcf7"
110,"WP Statistics – Simple, privacy-friendly Google Analytics alternative",wp-statistics,600000,82,4.1,Editor-agnostic,2026-03-16 12:39pm GMT,6.6,6.9.4,https://wp-statistics.com/,https://github.com/wp-statistics/wp-statistics,official,https://wordpress.org/plugins/wp-statistics/,58,0,,,2025-08-14,,"analytics, google analytics, insights, site visitors, stats"
111,"SpeedyCache – Cache, Optimization, Performance",speedycache,600000,90,4.5,Editor-agnostic,2026-03-24 1:32pm GMT,4.7,6.9.4,https://speedycache.com,https://github.com/wp-plugins-kanshi/speedycache,mirror,https://wordpress.org/plugins/speedycache/,4,0,,,2024-12-15,,"cache, cdn, minify, pagespeed, seo"
112,Disable Gutenberg,disable-gutenberg,600000,100,5.0,Classic-only,2026-01-28 10:45pm GMT,4.9,6.9.4,https://perishablepress.com/disable-gutenberg/,https://github.com/littlebizzy/disable-gutenberg,official,https://wordpress.org/plugins/disable-gutenberg/,0,0,,,,,"block-editor, classic editor, editor, gutenberg"
113,Kadence Blocks — Page Builder Toolkit for Gutenberg Editor,kadence-blocks,600000,96,4.8,Block-only,2026-03-11 5:22pm GMT,6.6,6.9.4,https://www.kadencewp.com/product/kadence-gutenberg-blocks/,https://github.com/stellarwp/kadence-blocks,official,https://wordpress.org/plugins/kadence-blocks/,29,0,,,2025-03-01,,"blocks, editor, gutenberg, gutenberg blocks, page builder"
114,SiteGuard WP Plugin,siteguard,600000,86,4.3,Editor-agnostic,2025-12-04 4:47am GMT,3.9,6.9.4,http://www.jp-secure.com/cont/products/siteguard_wp_plugin/index_en.html,,,https://wordpress.org/plugins/siteguard/,2,1,,,2026-03-05,,"Login Alert, captcha, login lock, pingback, security"
115,Broken Link Checker,broken-link-checker,500000,76,3.8,Editor-agnostic,2026-03-11 11:45am GMT,5.2,6.9.4,https://wordpress.org/plugins/broken-link-checker/,https://github.com/wpmudev/broken-link-checker,official,https://wordpress.org/plugins/broken-link-checker/,24,0,,,2024-12-26,,"broken images, broken links, external link, internal link, links"
116,Kirki Customizer Framework,kirki,500000,90,4.5,Editor-agnostic,2026-02-17 10:36am GMT,5.3,6.9.4,https://www.themeum.com,https://github.com/themeum/kirki,official,https://wordpress.org/plugins/kirki/,0,0,,,,,"customizer, options framework, theme, toolkit"
117,"Slider, Gallery, and Carousel by MetaSlider – Image Slider, Video Slider",ml-slider,500000,92,4.6,Editor-agnostic,2026-03-23 4:32pm GMT,5.0,6.9.4,https://www.metaslider.com,https://github.com/wp-plugins/ml-slider,mirror,https://wordpress.org/plugins/ml-slider/,18,0,,,2025-03-24,,"carousel slider, gallery, image slider, slider, video slider"
118,"Easy WP SMTP – WordPress SMTP and Email Logs: Gmail, Office 365, Outlook, Custom SMTP, and more",easy-wp-smtp,500000,92,4.6,Editor-agnostic,2025-11-27 3:34pm GMT,5.2,6.9.4,https://easywpsmtp.com/,https://github.com/Arsenal21/easy-wp-smtp,official,https://wordpress.org/plugins/easy-wp-smtp/,15,0,,,2024-06-13,,"email, email logs, gmail, outlook, smtp"
119,Meta Box,meta-box,500000,96,4.8,Editor-agnostic,2026-03-24 7:25am GMT,6.5,6.9.4,https://metabox.io,https://github.com/wpmetabox/meta-box,official,https://wordpress.org/plugins/meta-box/,4,1,7.2,High,2026-03-07,CWE-22; CWE-284; CWE-79; CWE-862,"Custom Taxonomies, custom fields, custom post types, meta box, post type"
120,Extendify,extendify,500000,94,4.7,Blocks+Classic,2026-03-24 2:55pm GMT,6.5,6.9.4,https://extendify.com/?utm_source=wp-plugins&utm_campaign=plugin-uri&utm_medium=wp-dash,,,https://wordpress.org/plugins/extendify/,0,0,,,,,"blocks, gutenberg, layouts, patterns, templates"
121,GoSMTP – SMTP for WordPress,gosmtp,500000,82,4.1,Editor-agnostic,2026-02-25 1:01pm GMT,5.5,6.9.4,https://gosmtp.net,,,https://wordpress.org/plugins/gosmtp/,0,0,,,,,"aws smtp, gmail smtp, sendgrid smtp, smtp, wordpress smtp"
122,"MailPoet – Newsletters, Email Marketing, and Automation",mailpoet,500000,88,4.4,Blocks+Classic,2026-03-18 10:37am GMT,6.8,6.9.4,https://www.mailpoet.com,https://github.com/mailpoet/mailpoet,official,https://wordpress.org/plugins/mailpoet/,3,0,,,2025-05-15,CWE-79,"Email Marketing, email automation, newsletter, post notification, woocommerce emails"
123,"FluentSMTP – WP SMTP Plugin with Amazon SES, SendGrid, MailGun, Postmark, Google and Any SMTP Provider",fluent-smtp,500000,96,4.8,Editor-agnostic,2025-12-28 1:22pm GMT,5.5,6.9.4,https://fluentsmtp.com,https://github.com/WPManageNinja/fluent-smtp,official,https://wordpress.org/plugins/fluent-smtp/,5,0,9.8,Critical,2025-01-24,CWE-352; CWE-502; CWE-79,"Amazon SES, mail, mail smtp, smtp, wordpress mail smtp"
124,Category Order and Taxonomy Terms Order,taxonomy-terms-order,500000,90,4.5,Editor-agnostic,2026-03-16 8:12am GMT,2.8,6.9.4,http://www.nsp-code.com,https://github.com/wp-plugins/taxonomy-terms-order,mirror,https://wordpress.org/plugins/taxonomy-terms-order/,6,0,,,2018-03-02,,"categories sort, category order, taxonomy order, terms order"
